Neighbourhood,Fast Food Restaurant,Cluster Labels,Postalcode,Neighbourhood Latitude,Neighbourhood Longitude,Venue,fsq_id,Venue Latitude,Venue Longitude,Venue Category
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Subway,59f0d01ff62e095890223406,43.769848,-79.501771,Deli
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Falafel Hut Village,4d77db452b4b6ea89b1c48fe,43.774245,-79.498545,Falafel Restaurant
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,The Golden Burrito,52657ad0498e08a23da7b763,43.785152,-79.477851,Fast Food Restaurant
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Subway,4b705759f964a520ed132de3,43.782368,-79.493578,Deli
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Reginos Pizza,50ff1716e4b098a6a6203244,43.764881,-79.489811,Pizzeria
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Pizza Pizza,4b59169df964a520f17b28e3,43.698768,-79.396481,Pizzeria
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Lakeshore Super Submarine,4e4ee5981495fc2ca3f7a726,43.600587,-79.505483,Fast Food Restaurant
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Souvlaki Express,4b13f568f964a520f29a23e3,43.707583,-79.389556,Fast Food Restaurant
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,A&W Restaurant,50353048e4b0c42300d9c847,43.706869,-79.397072,American Restaurant
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Pizza Pizza,4b70adc5f964a52043292de3,43.626576,-79.502353,Pizzeria
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Calibreze Pizza,56eddc56cd10a1d582c09651,43.599991,-79.508235,Pizzeria
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Subway,4c17ad8d216fc9b66acc8f96,43.626576,-79.502353,Deli
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Japanese Fast Food,54f7897d498eb5962e613921,43.614709,-79.49735,Bar
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Burger Shack,4ae65d5af964a520ada621e3,43.704728,-79.40567,Burger Joint
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Phipps Bakery Cafe,4c6fec0eb3ce224b581b72c6,43.704227,-79.411019,Bakery
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,The Burger's Priest,4ec6f17593ad41338c371e69,43.73261,-79.403851,Burger Joint
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Fit For Life,4b7ef2b1f964a520980b30e3,43.707236,-79.396662,Diner
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Rolltation,589f58fbd0bb3e25a8e5a88a,43.707344,-79.398271,Fast Food Restaurant
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Good Bite Restaurant,4aecfe47f964a5209ccc21e3,43.711432,-79.399204,Diner
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Panago Pizza Inc,4f21daaae4b063d4fdda6292,43.708159,-79.392456,Pizzeria
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Chipotle Mexican Grill,55e648c2498e05836b7febc5,43.708304,-79.39819,Fast Food Restaurant
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,A&W Restaurant,57633db5498e4c55f77aa213,43.726006,-79.417406,American Restaurant
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Flaming Stove,4cc9ae6141e75481dff85d84,43.698371,-79.395763,Fast Food Restaurant
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,A&W Restaurant,5d3000908fe07d00081e8b8b,43.715254,-79.399955,American Restaurant
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,DrLaffa,516746cce4b0e7af779b0bd0,43.718131,-79.429114,Fast Food Restaurant
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Haida Sandwich,4e2f7e22d1646b407b8f1651,43.775246,-79.41334,Pizzeria
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Panago Pizza Inc,4f21daaae4b063d4fdda6292,43.708159,-79.392456,Pizzeria
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Subway,4c34bdcb66e40f47fd0bca8b,43.789682,-79.417339,Deli
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Piggy's,4e276639d164bfc24f1893cc,43.805615,-79.420127,Fast Food Restaurant
Malvern,0.3,1,M1B,43.8066863,-79.1943534,McDonald's,4c8e7eb1b3bcb60c6a085a27,43.806494,-79.221761,Burger Joint
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Fit For Life Freshfood,4c7411b81b30a09332a2eb09,43.781092,-79.416432,Fast Food Restaurant
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Baskin-Robbins,4c3e4efa0596c92813268478,43.794333,-79.419866,Ice Cream Parlor
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Friendly House Restaurant,4c9d74228afca0939d69f715,43.786673,-79.417748,Diner
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Select Sandwich,4b6711e5f964a52055382be3,43.783257,-79.416029,Diner
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,McDonald's,4c6003b113791b8d5c864eaf,43.79624,-79.429974,Burger Joint
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Subway,4c6d9c254d24b60caa5ed6d8,43.771382,-79.413143,Deli
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Subway,4d228b91e56f6ea8aa52861d,43.802868,-79.420015,Deli
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,McDonald's,58509a7b5d6ec67d73afe893,43.795961,-79.422988,Burger Joint
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Pizza Pizza,4b5c890ef964a520103529e3,43.791425,-79.418885,Pizzeria
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Taco Bell,4c16b65374fb20a1448c5012,43.798543,-79.420729,Fast Food Restaurant
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Popeye's Louisiana Kitchen,4bd4ec9e637ba59322c3f570,43.792382,-79.4181,Fast Food Restaurant
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Subway,4b70b47df964a520af2a2de3,43.779246,-79.417074,Deli
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Bubble Tea & Me,4bfaee6ad0382d7f09fcc80a,43.806386,-79.42344,Bubble Tea Shop
